term_id,name
229,bilirrubina
230,bilis
231,biologia
232,biomolecula
233,biopsia
234,blanco
235,blandos
236,blasto
237,bloquea
238,bloquear
239,bloquearel
240,boletin
241,book
242,borde
243,brazo
244,brco
245,brillante
246,brindar
247,brindir
248,brocoli
249,bronceadora
250,bronquitis
251,buen
252,bulto
253,burkitt
254,cabelludo
255,cabeza
256,cacahuat
257,cada
258,cadena
259,cadera
260,cafe
261,caido
262,caja
263,calambre
264,calcio
265,calculo
266,calor
267,caloria
268,cama
269,camara
270,cambiar
271,cambio
272,caminar
273,campo
274,canado
275,canal
276,canceres
277,canceroso
278,cansador
279,cansancio
280,cantidad
281,capa
282,capaz
283,cara
284,caracteristico
285,carbonir
286,carcinoma
287,carcinomar
288,cardiaco
289,care
290,carne
291,cascado
292,casi
293,caso
294,caus
295,causa
296,causado
297,causante
298,causar
299,causas
300,cause
301,cava
302,cell
303,cellular
304,celuel
305,celula
306,celular
307,centrado
308,centrar
309,centro
310,cepa
311,cerca
312,cercano
313,cereal
314,cerebelo
315,cerebelos
316,cerebro
317,cerrar
318,certero
319,certeza
320,certificacion
321,cervical
322,chapter
323,chc
324,chiang
325,ciclo
326,cientifico
327,cierto
328,cigarrillos
329,cinco
330,cincuenta
331,circundante
332,cirrosis
333,cirugia
334,cirugiir
335,cirugio
336,cita
337,citar
338,citologia
339,clamidia
340,claro
341,clasificacion
342,clasificar
343,clasifico
344,clave
345,clavicular
346,clinic
347,clinical
348,clinico
349,coagulacion
350,coagulo
351,cobrar
352,codificado
353,codifico
354,coincidir
355,cola
356,colangiocarcinoma
357,colangiocarcinomo
358,coledoco
359,colesterol
360,coliflor
361,coliti
362,colon
363,colonoscopia
364,color
365,coloracion
366,colores
367,colorrectal
368,colposcopia
369,columna
370,comar
371,combate
372,combatient
373,combin
374,combinar
375,combination
376,comenzar
377,comenzo
378,comer
379,comercial
380,comezon
381,comida
382,comienzo
383,comodamente
384,compania
385,comparacion
386,complejo
387,completamente
388,completo
389,complicacion
390,componente
391,comportamiento
392,composicion
393,comprender
394,compuesto
395,computarizado
396,comun
397,comunicar
398,concentrar
399,concepto
400,conciencio
401,concluyent
402,condicion
403,conducto
404,conecta
405,conectar
406,confiado
407,confianza
408,conformar
409,confundirel
410,confusion
411,congela
412,conicar
413,conjunto
414,conllevar
415,conocer
416,conocido
417,conocimiento
418,consanguineo
419,consecuencia
420,conseguir
421,consejos
422,consider
423,considerar
424,constantemente
425,consulta
426,consultar
427,consulte
428,consum
429,consumir
430,consumo
431,contagia
432,contagiarel
433,contar
434,contener
435,continuar
436,continuen
437,continuo
438,contradictorio
439,contraer
440,contraste
441,contribuir
442,control
443,controlado
444,controlar
445,controlarel
446,conversacion
447,convertir
448,convertirel
449,convulsion
450,corazon
451,corporal
452,correctamente
453,correr
454,cortisol
455,cosa
456,costilla
457,costra
458,crear
459,crecer
460,crecido
461,crecimientir
462,crecimiento
463,creer
464,cremo
465,crezcar
466,crioterapia
467,criticar
468,critico
469,crohn
470,cromosoma
471,cronica
472,cronico
473,cualquiera
474,cuanto
475,cuatro
476,cubr
477,cubra
478,cubrir
479,cubrirel
480,cuello
481,cuero
482,cuerpo
483,cuestionario
484,cuidado
485,cuidadosamente
486,cuidate
487,cumplir
488,cura
489,curable
490,curacion
491,curar
492,curarel
493,cushing
494,cutanea
495,dado
496,danado
497,danar
498,dane
499,dano
500,dar
501,darte
502,data
503,debajo
504,deber
505,deberel
506,debido
507,debil
508,debilidad
509,debilitado
510,debilitar
511,decado
512,decidir
513,decir
514,decision
515,decker
516,dedo
517,defecacion
518,defectiva
519,definicion
520,definido
521,degeneracion
522,dej
523,dejar
524,dejarel
525,delantera
526,delgado
527,demas
528,demasiado
529,demostrado
530,demostrar
531,denomin
532,denomina
533,denominado
534,denominar
535,dentro
536,deoxirribonucleoso
537,dependar
538,depender
539,deprimido
540,derecho
541,derivar
542,desacelerar
543,desafortunadamente
544,desaparecer
545,desaparezcar
546,desapercibida
547,desarrollado
548,desarrollar
549,desarrollo
550,descamacion
551,descansar
552,descargar
553,descomponer
554,desconocer
555,descontrola
556,descripcion
557,descubrir
558,desear
559,desempenar
560,deseo
561,desigual
562,despacio
563,desplazar
564,desprender
565,desprenderel
566,despu
567,despues
568,destruir
569,deteccion
570,detectar
571,detecto
572,determinacion
573,determinado
574,determinar
575,detra
576,detterbeck
577,develop
578,devito
579,dia
580,diabet
581,diabetes
582,diagnosticado
583,diagnosticar
584,diagnosticarel
585,diagnostico
586,diar
587,diario
588,diarrear
589,dietar
590,dietilestilbestrol
591,diferencia
592,diferenciacion
593,diferenciado
594,diferenciar
595,diferenciarel
596,diferencio
597,diferente
598,dificil
599,dificultad
600,dificultar
601,digestion
602,digestivir
603,digestivo
604,digital
605,diir
606,directamente
607,dirigen
608,dirigido
609,dirijar
610,disemin
611,diseminar
612,diseminarel
613,diseminir
614,disemino
615,disenado
616,disfuncion
617,disminucion
618,disminuir
619,disponible
620,distante
621,distinto
622,diverso
623,dividir
624,dividirel
625,division
626,dolor
627,doloroso
628,dominio
629,donant
630,donar
631,donir
632,dormir
633,doroshow
634,dorso
635,dos
636,dosis
637,drena
638,duracion
639,durar
640,duro
641,dvt
642,eaton
643,ecografia
644,ectopico
645,edad
646,edicion
647,editor
648,editorial
649,eds
650,efectivo
651,efecto
652,eficacia
653,eficaz
654,ejemplo
655,ejercicio
656,electroquirurgico
657,elegir
658,elevado
659,eliminar
660,elsevier
661,elular
662,embarazo
663,embargo
664,embolia
665,embolizacion
666,emision
667,emitir
668,emocion
669,empeora
670,empeorar
671,empeoro
672,empezar
673,empiez
674,empoderado
675,empujar
676,encargado
677,encargar
678,encefaliti
679,encima
680,encontrado
681,encontrar
682,encontrarlo
683,encuentro
684,endocervical
685,endocrino
686,energia
687,energiar
688,enfermedad
689,enfermerio
690,enfoque
691,engrosamiento
692,enrojecimiento
693,entonces
694,entrada
695,entrar
696,entregar
697,envejecer
698,envejecimiento
699,envejezar
700,envia
701,enviado
702,environmental
703,enzima
704,eon
705,epidermis
706,epidermoidar
707,epidermoidir
708,epitelial
709,epstein
710,equilibrio
711,equipo
712,ereccion
713,erectil
714,error
715,escalofrio
716,escamosa
717,escision
718,escrito
719,escuchar
720,esencial
721,espalda
722,espaldar
723,esparcimiento
724,especial
725,especialmente
726,especificamente
727,especifico
728,espectro
729,espejo
730,esperma
731,espinal
732,espontaneo
733,esputo
734,establecer
735,estadio
736,estadistica
737,estadounidense
738,esteroid
739,esteroidal
740,estilo
741,estimular
742,estimulo
743,estomago
744,estr
745,estrategia
746,estrenimiento
747,estrogeno
748,estructura
749,estructural
750,estudio
751,etapa
752,etapar
753,etapas
754,etapificacion
755,etapificaion
756,etnia
757,etnicidad
758,etnico
759,europa
760,europeo
761,evaluo
762,evento
763,evidente
764,evitar
765,evolucion
766,exact
767,exactamente
768,exactitud
769,exacto
770,examen
771,examina
772,examinacion
773,examinar
774,examinarel
775,examinarla
776,excesivo
777,exceso
778,exigir
779,existencia
780,existir
781,exito
782,exitoso
783,experiencia
784,experto
785,explicacion
786,exploracion
787,exponer
788,exposicion
789,expresarte
790,expresion
791,expuesto
792,expulso
793,extender
794,extendido
795,extension
796,exterior
797,externo
798,extiendar
799,extirpar
800,extirparlo
801,extraer
802,extraida
803,extraido
804,extremo
805,facil
806,facilidad
807,factor
808,factors
809,falopio
810,falta
811,faltar
812,familia
813,familiar
814,family
815,fase
816,fatigar
817,fatigo
818,favorable
819,febrero
820,fecal
821,femenino
822,fetido
823,fibra
824,fiebre
825,fijate
826,fin
827,final
828,finalmente
829,financiar
830,fines
831,fino
832,fisico
833,flebotrombosis
834,flema
835,flexible
836,flotar
837,flujo
838,focalizado
839,forma
840,formacion
841,formar
842,formas
843,forzar
844,foton
845,fraccion
846,fragmento
847,frecuencia
848,frecuencio
849,frecuente
850,frecuentemente
851,fruta
852,fuente
853,fuerte
854,fuerza
855,fuga
856,fum
857,fuma
858,fumador
859,fuman
860,fumar
861,funcion
862,funcional
863,funcionar
864,future
865,futuro
866,gammagrafia
867,ganglio
868,garantia
869,gas
870,gaseos
871,gastrico
872,gastrointestinal
873,gen
874,general
875,generalmente
876,generar
877,genero
878,generoso
879,genetic
880,genetico
881,genital
882,geografia
883,germen
884,gir
885,glandula
886,glandular
887,glandulo
888,gleason
889,glicogeno
890,globulo
891,glucos
892,gonorrea
893,gracias
894,grado
895,gradualmente
896,gran
897,grande
898,granos
899,grasa
900,grasar
901,grasosa
902,grave
903,griego
904,gripe
905,gris
906,grueso
907,grupo
908,guiar
909,gusta
910,haber
911,habilidad
912,habitar
913,habito
914,habitual
915,habitualmente
916,habla
917,hablar
918,hablarer
919,habler
920,hacer
921,hacerel
922,hacertir
923,hacia
924,haciendote
925,hambre
926,hann
927,haz
928,hazlo
929,hcc
930,hccs
931,health
932,healthy
933,hecho
934,hellmar
935,hematoma
936,hepat
937,hepatica
938,hepaticar
939,hepatico
940,hepatitis
941,hepato
942,hepatoblasto
943,hepatoblastoma
944,hepatoblastomar
945,hepatocelular
946,hepatocito
947,heredar
948,hereditario
949,hereditary
950,herido
951,hermano
952,herpes
953,herramiento
954,hez
955,hiciste
956,higado
957,hijo
958,hinchazon
959,hipercalcemia
960,hiperhidrosis
961,hipertension
962,hola
963,hombr
964,hombre
965,hombro
966,hongo
967,hora
968,horizontal
969,hormon
970,hormona
971,hormonar
972,horn
973,horner
974,hoy
975,hoyo
976,hoyuelo
977,https
978,hueso
979,humano
980,humanos
981,humor
982,humphreys
983,ictericia
984,ictericio
985,identificacion
986,identificado
987,igf
988,igual
989,ilustracion
990,imagen
991,iman
992,implicado
993,implicar
994,importancia
995,importante
996,impreciso
997,impuesto
998,inactivado
999,inactivo
1000,inadecuado
1001,incapacidad
1002,incapaz
1003,incidencia
1004,incluido
1005,incluir
1006,incluirlos
1007,incluso
1008,incomodo
1009,incontinencia
1010,incontrolado
1011,independientemente
1012,indicador
1013,indicar
1014,indice
1015,indicio
1016,indigestion
1017,indiz
1018,indoloro
1019,inducido
1020,inespecifico
1021,inesperado
1022,inestabilidad
1023,inexplicable
1024,infancio
1025,infeccion
1026,infectar
1027,inferior
1028,inflamacion
1029,inflamado
1030,inflamatoria
1031,inflamatorio
1032,informar
1033,informartar
1034,informarte
1035,informatir
1036,informativo
1037,informe
1038,ingesta
1039,ingesto
1040,ingl
1041,ingles
1042,ingresar
1043,inhibidor
1044,inhibir
1045,inicial
1046,iniciar
1047,inmadura
1048,inmediatamente
1049,inmediato
1050,inmunitario
1051,inmunoterapia
1052,inmunoterapio
1053,inodoro
1054,institutir
1055,instruccion
1056,instrumento
1057,insulin
1058,integral
1059,intensidad
1060,intenso
1061,intentarel
1062,interior
1063,interno
1064,intestinal
1065,intestino
1066,intolerancia
1067,intrahepatico
1068,introducir
1069,inusual
1070,invadir
1071,invasivo
1072,inversion
1073,investigacion
1074,investigacionser
1075,investigar
1076,involucra
1077,involucrado
1078,involuntario
1079,invsivo
1080,irm
1081,irradiar
1082,irregular
1083,irritacion
1084,jan
1085,joven
1086,jugar
1087,junto
1088,justo
1089,kastan
1090,labio
1091,labor
1092,laboratorio
1093,lactant
1094,lado
1095,lambert
1096,lampara
1097,larga
1098,largo
1099,lawrence
1100,leche
1101,leep
1102,legrado
1103,lejos
1104,lentamente
1105,lesion
1106,letter
1107,leucemia
1108,leucemiar
1109,leukemia
1110,leukemiar
1111,levantarel
1112,libera
1113,liberacion
1114,libre
1115,libro
1116,lifir
1117,limbico
1118,limitar
1119,limite
1120,line
1121,linfatico
1122,linfocitico
1123,linfocito
1124,linfoid
1125,linfoidir
1126,linfoma
1127,lipido
1128,lippincott
1129,liquido
1130,lista
1131,llagas
1132,llama
1133,llamado
1134,llamar
1135,llegar
1136,llenura
1137,llevar
1138,localizar
1139,lograr
1140,lucrir
1141,luego
1142,lugar
1143,lunar
1144,lung
1145,luz
1146,lynch
1147,macroscopico
1148,madre
1149,madura
1150,maduracion
1151,magnetico
1152,maiz
1153,mal
1154,malestar
1155,maligno
1156,mama
1157,mamaria
1158,mamas
1159,man
1160,mancha
1161,manera
1162,manifestar
1163,mano
1164,mantener
1165,mantenerel
1166,mantente
1167,mantir
1168,marca
1169,mareo
1170,marron
1171,masa
1172,masculino
1173,matar
1174,material
1175,maxima
1176,maximo
1177,mayo
1178,mayoclinic
1179,mayor
1180,mayoria
1181,mayoriar
1182,mayorio
1183,mediante
1184,medica
1185,medicamento
1186,medico
1187,medida
1188,medido
1189,medio
1190,mediodia
1191,medir
1192,medula
1193,medular
1194,mejor
1195,mejorar
1196,melanocito
1197,melanoma
1198,melanomar
1199,melanomo
1200,mellitus
1201,membrana
1202,memoria
1203,mencionar
1204,menopausia
1205,menor
1206,menos
1207,mensaje
1208,menstrual
1209,menudo
1210,merritt
1211,mes
1212,metabolico
1213,metabolismos
1214,metastasico
1215,metastasis
1216,metastatice
1217,metastatizar
1218,metodo
1219,miccion
1220,micotoxina
1221,microcitico
1222,microscopico
1223,mielodisplasico
1224,mielogen
1225,mieloid
1226,miembro
1227,mientras
1228,mineral
1229,minucioso
1230,minuto
1231,mirar
1232,mirate
1233,mision
1234,mismo
1235,mitad
1236,mitchell
1237,modelo
1238,moderacion
1239,modificar
1240,molecula
1241,molestia
1242,momento
1243,monitorear
1244,monomero
1245,monopolizar
1246,moren
1247,moreton
1248,morir
1249,mortal
1250,mortalidad
1251,mostrar
1252,mostro
1253,motivo
1254,mover
1255,moviendote
1256,movimiento
1257,muero
1258,muerte
1259,muertir
1260,muestra
1261,muestro
1262,mujer
1263,multinodular
1264,multipl
1265,multiplicar
1266,multiplique
1267,multipliquen
1268,mundo
1269,muscular
1270,musculo
1271,mutacion
1272,mutado
1273,nacimiento
1274,nadar
1275,nadie
1276,nasal
1277,national
1278,natural
1279,nausea
1280,navigation
1281,necesariamente
1282,necesario
1283,necesidad
1284,necesitar
1285,necesitario
1286,necesitas
1287,negativo
1288,negro
1289,nervio
1290,nerviosismo
1291,nervioso
1292,neumonia
1293,neuroendocrine
1294,neurologico
1295,neuromuscular
1296,niederhuber
1297,ningun
1298,ninguno
1299,nino
1300,nivel
1301,noche
1302,nocivo
1303,nodulo
1304,nombre
1305,non
1306,normal
1307,normalidad
1308,normalmente
1309,norte
1310,norteamericar
1311,nota
1312,notar
1313,notch
1314,noticia
1315,novedad
1316,nsclc
1317,nublado
1318,nuclear
1319,nucleo
1320,nucleotido
1321,nuevo
1322,nuez
1323,numero
1324,nunca
1325,nutrient
1326,obesidad
1327,objetivo
1328,observa
1329,observar
1330,observate
1331,obstante
1332,obstruir
1333,obtener
1334,ocasion
1335,ocasionar
1336,occidental
1337,oceania
1338,ocultar
1339,ocurrir
1340,ojo
1341,olor
1342,olvid
1343,ombligo
1344,oncogen
1345,oncologiar
1346,oncology
1347,onda
1348,opcion
1349,oportunidad
1350,oportuno
1351,oreja
1352,org
1353,organismo
1354,organismos
1355,organizacion
1356,organizado
1357,organo
1358,oriental
1359,orientartir
1360,origen
1361,origina
1362,originar
1363,orin
1364,orina
1365,orinar
1366,oscuro
1367,osea
1368,oseir
1369,oseo
1370,ostomia
1371,oublico
1372,ovario
1373,ovarios
1374,overboard
1375,oxido
1376,paciente
1377,pacietne
1378,padecer
1379,padre
1380,paget
1381,pais
1382,palabra
1383,paliativo
1384,palma
1385,palpar
1386,palparel
1387,pancoast
1388,pancrea
1389,pancrear
1390,pancreas
1391,pancreatica
1392,pancreatico
1393,panorama
1394,papanicolaou
1395,papel
1396,papiloma
1397,par
1398,paraneoplasico
1399,paratiroidea
1400,parcialmente
1401,parecer
1402,parecido
1403,pareja
1404,parejo
1405,parenteral
1406,pariente
1407,parpado
1408,parte
1409,participar
1410,particula
1411,partir
1412,pasar
1413,pase
1414,paso
1415,pastillero
1416,patologia
1417,patologico
1418,patologo
1419,patrocinador
1420,patrocinio
1421,patron
1422,pauta
1423,pdf
1424,pdq
1425,peca
1426,pecho
1427,pedir
1428,peligro
1429,peligroso
1430,pelirrojo
1431,pelo
1432,pelvico
1433,pensar
1434,peptido
1435,pequen
1436,pequena
1437,pequenar
1438,pequeno
1439,percibas
1440,perder
1441,perdida
1442,perdido
1443,periodo
1444,permanecer
1445,permitir
1446,persistente
1447,person
1448,persona
1449,personal
1450,personalidad
1451,pertinente
1452,peso
1453,pet
1454,petequio
1455,pezon
1456,philadelphia
1457,physician
1458,picazon
1459,pico
1460,pidelir
1461,piel
1462,pierna
1463,piernar
1464,pies
1465,pigmentaria
1466,pilosa
1467,plan
1468,plana
1469,planear
1470,plano
1471,planta
1472,plaqueta
1473,poblacion
1474,poder
1475,poderoso
1476,podra
1477,podria
1478,podrian
1479,podriar
1480,podrio
1481,polimero
1482,polipo
1483,poliposis
1484,politico
1485,poner
1486,porcentaje
1487,portador
1488,posibilidad
1489,posible
1490,positivo
1491,positron
1492,potencia
1493,potencialmente
1494,potente
1495,practicar
1496,prb
1497,precancer
1498,precancerosa
1499,precoz
1500,preferencia
1501,pregunta
1502,preguntale
1503,preguntalir
1504,preguntar
1505,preocupante
1506,preocupar
1507,preocupe
1508,preocupen
1509,preocupo
1510,preparado
1511,presencia
1512,presentado
1513,presentar
1514,presentarel
1515,presente
1516,preservativo
1517,presion
1518,presionar
1519,prevencion
1520,prevenir
1521,preventivo
1522,previenar
1523,primero
1524,principal
1525,principalmente
1526,principio
1527,principl
1528,privacion
1529,probabilidad
1530,probable
1531,probablemente
1532,probar
1533,problema
1534,proceder
1535,procedimiento
1536,procesado
1537,proceso
1538,procurar
1539,produccion
1540,producido
1541,producir
1542,producirel
1543,producto
1544,productora
1545,profesional
1546,professional
1547,profundo
1548,progeni
1549,programa
1550,programado
1551,progresivamente
1552,prolifera
1553,proliferacion
1554,proliferar
1555,proliferen
1556,prolongado
1557,promedio
1558,propagacion
1559,propagado
1560,propagar
1561,propenso
1562,propio
1563,prostata
1564,prostatar
1565,prostate
1566,prostatectomia
1567,prostatica
1568,prostatico
1569,prostato
1570,proteccion
1571,protector
1572,proteg
1573,protege
1574,proteger
1575,protegerel
1576,protegerte
1577,protegido
1578,protein
1579,proteina
1580,proteinar
1581,protooncogen
1582,protuberancia
1583,proveedor
1584,proveer
1585,provenir
1586,provocar
1587,proxima
1588,proximos
1589,prueba
1590,pthrp
1591,pueda
1592,pulmon
1593,pulmonar
1594,pulmones
1595,pupila
1596,quema
1597,quemadura
1598,quemo
1599,querer
1600,query
1601,quier
1602,quieres
1603,quimica
1604,quimioterapia
1605,quimioterapiar
1606,quimioterapio
1607,quinto
1608,quiste
1609,quitado
1610,quizar
1611,radiacion
1612,radical
1613,radio
1614,radiofrecuencia
1615,radioterapia
1616,radioterapiar
1617,radioterapiir
1618,radioterapio
1619,rapidamente
1620,rapidez
1621,rapido
1622,rara
1623,raro
1624,rayo
1625,raza
1626,razar
1627,razas
1628,razon
1629,realizado
1630,realizar
1631,realizo
1632,recaudacion
1633,recibir
1634,reciente
1635,recoger
1636,recomeir
1637,recomendamos
1638,recomendar
1639,recomendarte
1640,reconocer
1641,rectal
1642,recto
1643,recubrir
1644,recurrente
1645,recurrir
1646,recurso
1647,redondeado
1648,reducir
1649,referencia
1650,referir
1651,reflejar
1652,regula
1653,regular
1654,regularidad
1655,regularmente
1656,reimpresion
1657,rekhtmar
1658,relacion
1659,relacionado
1660,relacionar
1661,relajate
1662,remarcir
1663,remision
1664,reparar
1665,repetirlas
1666,replicar
1667,report
1668,reportar
1669,reporte
1670,reprensentar
1671,representado
1672,reproduccion
1673,reproducir
1674,reproductivo
1675,reproductor
1676,requerir
1677,reservar
1678,residir
1679,residuo
1680,resistencia
1681,resonancia
1682,respaldar
1683,respecto
1684,respiracion
1685,respirar
1686,respuesta
1687,resultado
1688,resultar
1689,resumir
1690,retardar
1691,retencion
1692,retener
1693,retrasar
1694,revela
1695,revisarte
1696,revisatir
1697,revision
1698,rfa
1699,riesgo
1700,rinon
1701,risa
1702,ritmo
1703,rmn
1704,rodear
1705,rojo
1706,romo
1707,ronquera
1708,ropa
1709,rosa
1710,rosado
1711,rosenberg
1712,rosenbergs
1713,rostro
1714,rubio
1715,rudin
1716,rugosidad
1717,rutin
1718,saber
1719,sacabocado
1720,sal
1721,salivo
1722,saltar
1723,salud
1724,saludable
1725,sanar
1726,sangrado
1727,sangrar
1728,sangre
1729,sanguinea
1730,sanguineo
1731,sano
1732,scientists
1733,sclc
1734,secrecion
1735,secretado
1736,secretar
1737,secundario
1738,sed
1739,seems
1740,seguimiento
1741,seguir
1742,segun
1743,segundo
1744,seguro
1745,seis
1746,seman
1747,semana
1748,semar
1749,semen
1750,semilla
1751,seminal
1752,senal
1753,senalamiento
1754,senalizacion
1755,seno
1756,sensacion
1757,sensibilidad
1758,sentado
1759,sentir
1760,sentirar
1761,sentirel
1762,septimo
1763,ser
1764,serioso
1765,sero
1766,servir
1767,set
1768,severidad
1769,sexual
1770,shilo
1771,siadh
1772,sibilancia
1773,sida
1774,siempre
1775,sienta
1776,siete
1777,sifilis
1778,sigla
1779,significar
1780,significativamente
1781,significativo
1782,signo
1783,siguiente
1784,similar
1785,similari
1786,simple
1787,sincero
1788,sindrom
1789,sindromar
1790,sindrome
1791,sino
1792,sintoma
1793,sintomar
1794,sintomas
1795,sintomatico
1796,sistema
1797,situacion
1798,small
1799,sobrellevar
1800,sobrepeso
1801,sobreviviente
1802,sobrevivir
1803,sociedad
1804,society
1805,sol
1806,solamente
1807,solar
1808,soler
1809,solia
1810,solicite
1811,solicitud
1812,solo
1813,solucion
1814,sombra
1815,sombrero
1816,sometete
1817,somnolencio
1818,sonda
1819,sospecha
1820,sospechar
1821,sospeche
1822,sospechoso
1823,soyo
1824,stewart
1825,suave
1826,subir
1827,subsaharian
1828,subyacente
1829,suceder
1830,sudar
1831,sueno
1832,suficiente
1833,sufrir
1834,sugerir
1835,suministros
1836,superado
1837,superficie
1838,superficies
1839,superior
1840,supervivencio
1841,suprarrenal
1842,supresor
1843,sur
1844,surgir
1845,sustancia
1846,sutil
1847,svc
1848,tabaco
1849,tabaquismo
1850,tal
1851,tamano
1852,tambien
1853,tanoue
1854,tasa
1855,tasar
1856,tejido
1857,temprano
1858,ten
1859,tender
1860,tendra
1861,tener
1862,tenerel
1863,teniar
1864,tepper
1865,terapia
1866,terapiar
1867,terminal
1868,termino
1869,testosteronar
1870,tiempo
1871,tienda
1872,tiendo
1873,timo
1874,tio
1875,tipico
1876,tipo
1877,tipos
1878,tocar
1879,tomar
1880,tomarel
1881,tomate
1882,tomo
1883,tomografia
1884,toracico
1885,torrente
1886,tos
1887,toxica
1888,trabajar
1889,traduccion
1890,traductor
1891,tragar
1892,transcripcion
1893,transformacion
1894,translocacion
1895,transmision
1896,transmitido
1897,transpiracion
1898,transporte
1899,transportir
1900,transporto
1901,trasero
1902,trasmision
1903,trasmitar
1904,trasplante
1905,trastorno
1906,tratamiento
1907,tratar
1908,tratarel
1909,trav
1910,treatment
1911,tres
1912,trombosis
1913,trompa
1914,tronco
1915,ttf
1916,tumor
1917,tumoral
1918,tumors
1919,types
1920,ubicacion
1921,ubicado
1922,ulcera
1923,ulceros
1924,ultimo
1925,ultrasonido
1926,ultravioleta
1927,understand
1928,unifocal
1929,union
1930,urea
1931,uretra
1932,urinario
1933,urologo
1934,urologos
1935,usado
1936,usar
1937,uso
1938,usted
1939,usualmente
1940,uterino
1941,utero
1942,utiliz
1943,utiliza
1944,utilizado
1945,utilizar
1946,utilizarel
1947,vacia
1948,vaciarel
1949,vacuna
1950,vaginal
1951,vaginar
1952,valor
1953,variado
1954,variar
1955,variedad
1956,varios
1957,vaso
1958,vea
1959,veces
1960,vegf
1961,vejigar
1962,velocidad
1963,vena
1964,venas
1965,venos
1966,verdura
1967,version
1968,vertical
1969,vesicula
1970,vesicular
1971,vesiculo
1972,vez
1973,vhb
1974,vhc
1975,via
1976,vida
1977,video
1978,vido
1979,viejo
1980,vientre
1981,vigilancia
1982,vigilarel
1983,vih
1984,vincular
1985,vincularel
1986,vinculo
1987,viral
1988,virion
1989,virus
1990,visible
1991,vision
1992,visitar
1993,vista
1994,visto
1995,visualizar
1996,vitamina
1997,vivar
1998,vivir
1999,viviriar
2000,volver
2001,volverel
2002,vomito
2003,vph
2004,vulnerable
2005,welliver
2006,wilkins
2007,williams
2008,www
2009,zona
